16,2.493074e+02
32,4.177681e+02
64,7.535159e+02
128,1.425915e+03
256,2.706989e+03
512,5.268697e+03
1024,1.039212e+04
2048,2.064396e+04
4096,4.114489e+04
8192,8.212621e+04
16384,1.641722e+05
32768,3.284996e+05
65536,6.575685e+05
131072,1.314362e+06
262144,2.628432e+06
524288,5.257142e+06
1048576,1.052477e+07
2097152,0.000000e+00
