16,4.833523e+02
32,8.741595e+02
64,1.638893e+03
128,3.125047e+03
256,6.090373e+03
512,1.212706e+04
1024,2.428188e+04
2048,4.734354e+04
4096,9.447213e+04
8192,1.887459e+05
16384,3.774651e+05
32768,7.580832e+05
65536,1.513773e+06
131072,3.026338e+06
262144,6.053013e+06
524288,1.211645e+07
1048576,2.422462e+07
2097152,0.000000e+00
